reviewText,rating,summary,review_sentiment,summary_sentiment,hallucination,hal_score
"As far as I can tell, these suckers fit perfectly. Good thing too, my other jeans are torn now",5,No problems here,POSITIVE,POSITIVE,neutral,0.6266443133354187
product was just as expected and on time.....can't  get any better than that ... thank you,5,GRAEAT !!!,POSITIVE,POSITIVE,neutral,0.9156063795089722
Great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8788294196128845
I don't believe these are actually Levis. Inseams are all twisted and talk about crotch crunch. ouch. I will never wear these or buy another pair of pants from Levi unless I can try them on first. horrible fit.,1,horrible fit.,NEGATIVE,NEGATIVE,neutral,0.5288295149803162
Hard to find size. Super happy to have scored these. I love Levis.,5,Hard to find size. 29 x 34 Happy with purchase.,POSITIVE,POSITIVE,neutral,0.9542735815048218
They are Levi's.  They fit.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9178389310836792
"its ok but I order the waist size is an inch less for me ,the next time I will order waist size 30 hope find a lenght 29 for me>",4,its ok but I order the waist size is an ...,NEGATIVE,POSITIVE,entailment,0.6159746050834656
Good...,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7529518604278564
These jeans are great! Love the button fly!,5,Great pair of jeans!,POSITIVE,POSITIVE,entailment,0.9921396374702454
"Typical 501 except the material appears to b a bit lighter than the old USA shrink to fit Jeans....Still not bad, especially for summer.",4,"Still not bad, especially for summer",POSITIVE,POSITIVE,entailment,0.6801902651786804
"The levi""s of today are not of the same quality as yesterday. The weight of the denim is my lighter. And the quality is really less than expected. If this is Levi's new standards then a long time Customer quill look elsewhere.",3,"The levi""s of today are not of the same quality ...",NEGATIVE,NEGATIVE,entailment,0.9015337228775024
All I want is a pair of 501's like I got 20 years ago they don't seem to exist the last several pair I have purchased are either too small or too large,2,All I want is a pair of 501's like I got 20 years ago they don't seem to ...,NEGATIVE,NEGATIVE,entailment,0.9486315846443176
Perfect fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9306688904762268
Fits bigger than expected. You may want to go down a size.,3,Three Stars,POSITIVE,POSITIVE,contradiction,0.5705447196960449
"To large, returned and reordered new size.",3,Three Stars,NEGATIVE,POSITIVE,neutral,0.7784321904182434
"perfect fit, as expected",5,"Levis, how can you go wrong!",POSITIVE,NEGATIVE,neutral,0.7707217335700989
great fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9160224795341492
"Nice jeans, slightly less than regular fit but acceptable.  Will buy again!",5,Buttons,POSITIVE,POSITIVE,neutral,0.8698919415473938
Fits great! Perfect condition!,5,Great!,POSITIVE,POSITIVE,entailment,0.8550056219100952
100% as expected,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8979032635688782
I wanted the stitching a color other than black. Peace.,4,Four Stars,POSITIVE,POSITIVE,contradiction,0.7331558465957642
My husband was very pleased with the size and fit,5,Great 501's,POSITIVE,POSITIVE,neutral,0.9028438329696655
"Levi's are the only brand jeans that I buy, because of their quality and value.",5,Satisfied customer,NEGATIVE,POSITIVE,neutral,0.9398576021194458
can't go wrong with Levi's,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9601219892501831
Too different Vs 505.  Too Small.,2,Two Stars,NEGATIVE,POSITIVE,contradiction,0.8740547895431519
"I wore these in High School.  After about thirty years and loosing 35lbs, I can now where the most comfortable jeans ever many. Button flies are so much safer for a man's sensitive parts.",5,Love 501s!!,POSITIVE,POSITIVE,neutral,0.8010786175727844
"Perfect fit for size ordered, wash color as shown in ad, quick shipping  (as always). Definitely order again.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9777832627296448
Great they fit great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9335052371025085
"I made a mistake I should have bought 38x29 and not 38x30
I made a mistake I should have bought zipper not buttons",3,Take carfe not to make mistakes,NEGATIVE,POSITIVE,contradiction,0.7056840658187866
nice jeans,5,Five Stars,POSITIVE,POSITIVE,neutral,0.883417010307312
After about three weeks of use the belt loop above the left back pocket broke. Wish I could return these as defective. Not the quality I look for when I buy Levi's.,1,Belt loop ripped after three weeks of use,NEGATIVE,NEGATIVE,entailment,0.9225149154663086
"These DO NOT fit like other Levi pants, same size same everything. I'll never buy jeans from amazon or another store  online again. No way to tell until you wash them.",2,These DO NOT fit like other Levi pants,NEGATIVE,NEGATIVE,neutral,0.5380252003669739
Excelent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8616005182266235
"Great jeans, bound to get more.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.8856229186058044
Love it!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9359080791473389
Great fit!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9323076009750366
My levi's 501 came with no labels and no main metal button.,1,One Star,NEGATIVE,NEGATIVE,neutral,0.7271713614463806
Very pleased with purchase and seller,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9426687955856323
"My son really loves these jeans.  They gray ones are not overly rough, which he likes.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9795326590538025
it is not comfortable at allll,1,not comfortable,NEGATIVE,NEGATIVE,entailment,0.6383097767829895
On time early really and a perfect fit.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9675742983818054
"Doesn't have a zipper, but has buttons at the crotch, which are kind of weird.",3,Three Stars,NEGATIVE,POSITIVE,neutral,0.8695036768913269
Never said it was button closure instead of zipper. I would excite for zipper,1,One Star,POSITIVE,NEGATIVE,neutral,0.8601835370063782
I really needed slim fit. Do they make them in 28 waist?,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.8567436337471008
"I read the reviews on here and should have heeded the advice. Something is just off about these. Thinner material and a different fit than the 501s you buy at your local store. The holes for the button-fly are smaller as well.
I have worn 501s for decades, these feel like either a knock-off or a cheaper version. Guess you get what you pay for since they were less than 1/2 the price as usual.",3,Not the same,NEGATIVE,NEGATIVE,neutral,0.6207269430160522
"Great price, fast delivery",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9779857397079468
Excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8514291048049927
Purchased as a gift. Feedback is from him.,5,Five Stars,POSITIVE,POSITIVE,contradiction,0.5626478791236877
"Good Levi's, will purchase again.",4,Four Stars,POSITIVE,POSITIVE,neutral,0.9062520861625671
Very good quality,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8705399036407471
Perfect!!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7918601632118225
"It very disappointing to find it not original fit as written. When delivered, I found it shrink to fit and I should have chooses 2"" up in size. Unfortunately, I can't return it back as I live in Egypt and I paid extra 78% of its price for shipping, customs and taxes.",1,Very disappointing,NEGATIVE,NEGATIVE,entailment,0.607047975063324
Good fit,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9147266745567322
Exactly what I wanted and needed!,5,Same as years ago,POSITIVE,NEGATIVE,neutral,0.9359726309776306
Good for that money,4,Ok,POSITIVE,POSITIVE,neutral,0.6781761646270752
They were to long,5,Five Stars,NEGATIVE,POSITIVE,contradiction,0.5665270686149597
Perfect fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9306688904762268
Fit very nice,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9313962459564209
nothing fits like levi's,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.6991925239562988
"They fit great, and after 2 months of daily use still look great.",5,My go to jeans.,POSITIVE,NEGATIVE,neutral,0.9749284386634827
"Of many products this seemed like it would be the easiest to expect as good as in store.  For many years, I have always worn same size/style/type.  First time ordering online.  Ordered two.  One, front top riveted button popped off, first wear.  Never happened in my life.  Amazon replaced.  But, after a two washes and wears using washer and dryer settings like other jeans, could tell these were each irregular.  Each fit differently from each other, both bad, bunched up, extra material.  And, white thread balled up and showed through in places and visible after a couple of washes.  Very, very unhappy with this purchase.",1,"Irregular, not same quality",NEGATIVE,NEGATIVE,entailment,0.6292924284934998
"These fit great, but we had to return them - didn't realize they were BUTTON FLY...that didn't work for my son.  Just thought others would want to be aware.  I didn't pay attention when I ordered them!",4,"These fit great, but we had to return them - didn't ...",NEGATIVE,NEGATIVE,entailment,0.7862682342529297
It is hard to know if the new Levi sizes are true to size and they look to be pre washed not shrink to fit like they were originally. They were good so I ordered more.,4,Good deal,POSITIVE,POSITIVE,neutral,0.8761550188064575
As advertised.,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.8490604758262634
These are awesome Levis  and this color is super versatile!,5,Great levis!!,POSITIVE,POSITIVE,entailment,0.9647403955459595
Love my 501's!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9297263026237488
Perfect arrived when it was expected,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9733904600143433
Perfect,5,Perfect,POSITIVE,POSITIVE,neutral,0.6339432001113892
I have bout a lot of 501s and I ordered same size as usual but fit was 2 inchestoo long. Really disappointed,1,Horrible Fit,NEGATIVE,NEGATIVE,neutral,0.6933468580245972
I like jeans,4,Four Stars,POSITIVE,POSITIVE,neutral,0.8656493425369263
Great quality and fit.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9697780013084412
Exelent fit as expected from Levi's 501. Material is very soft and comfortable. Can pass for bussiness casual easily,5,Material is very soft and comfortable. Can pass for bussiness casual easily,POSITIVE,POSITIVE,entailment,0.9294026494026184
Fit as expected,4,Great Service,POSITIVE,POSITIVE,neutral,0.8670679926872253
"Great fit, great comfort.",5,As expected,POSITIVE,NEGATIVE,neutral,0.7947592735290527
Exactly as described.,5,Levi's 501,POSITIVE,POSITIVE,neutral,0.8940495848655701
"i had ordered 32X30 in the green jeans and they were a bit too small, so i ordered these in 33X32 and they were a bit too big. But it's just my weird measurements. 32 1/2 X 31 would be just right. :)",4,i had ordered 32X30 in the green jeans and they ...,NEGATIVE,NEGATIVE,entailment,0.39734774827957153
He loves them I gave them to him for fathers day.,5,Grrrrrrreat.,POSITIVE,NEGATIVE,contradiction,0.9658783674240112
Great jeans,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8718202114105225
Love them use them for work,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9505032896995544
Love these jeans!!!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9183176159858704
"Big & Tall so it might be a problem with build, but I had two belt loops rip out in the first week. Other than that it has been great.",3,Other than that it has been great.,NEGATIVE,POSITIVE,entailment,0.5601449608802795
"should've read more, I hate the button fly",2,I hate the button,NEGATIVE,NEGATIVE,entailment,0.9635964035987854
Buckle seems kind of cheesy,3,Three Stars,NEGATIVE,POSITIVE,contradiction,0.5688881278038025
I honestly don't know why I waited so long to come back to these.  I'm female and these classic button fly jeans fit me the best when I was younger - that still holds true.  I have looked and looked for a casual pair of jeans like this in women's sizing and they don't work for me.  I have a long torso and these just work.  I'm so happy I came back to these on Prime Day!,5,Button Fly Happiness,POSITIVE,POSITIVE,neutral,0.9615535736083984
"Husband loves these! They do shrink in the wash, however.",4,Four Stars,POSITIVE,POSITIVE,neutral,0.9532206058502197
Can't go wrong with Levi's. They are consistent.,5,Nice pants,POSITIVE,POSITIVE,neutral,0.6835272312164307
Never disappointed with Levi 501 jeans,5,Great fit,POSITIVE,POSITIVE,neutral,0.9480320811271667
Great price and color.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9389541745185852
Great Quality !! shipping  was on time,5,Perfect,POSITIVE,POSITIVE,neutral,0.9141501188278198
As expected,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.8944005966186523
"Fit is good, stitching seems to be different.",4,Four Stars,POSITIVE,POSITIVE,neutral,0.9341229200363159
Perfect fit!!!  I won't have to wash these to get a better fit.,5,Parfecto!!!,POSITIVE,POSITIVE,entailment,0.4302385151386261
"Tight on bigger build, but look good.  Fits as expected.  Color was just like the photo.  Look great!",4,but look good. Fits as expected,POSITIVE,POSITIVE,entailment,0.8685181140899658
Top quality goods,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9396898746490479
"I forgot how heavy the denim is here. It is good but it is no summer pair of pants.
A bit too long.",4,Good reliable product.,NEGATIVE,POSITIVE,contradiction,0.7057085037231445
classic,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7184180021286011
it is too baggy for an original fit. Also size is larger than expected. But great quality of course!,4,But great quality of course,POSITIVE,POSITIVE,entailment,0.8538921475410461
"MADE IN EGYPT!!! This is BS and the stitching was sub par. This will be the last pair of Levies I will ever but.
Everything was Sub-Par. Verry dissapointed.!!!",3,MADE IN EGYPT!!! This is BS and ...,NEGATIVE,POSITIVE,entailment,0.5993673801422119
As expected,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.8944005966186523
"I wear 29 /32 as a rule, but beaus someone's review said they ran small and bought 2 sizes bigger I figured i would.  I just washed a dried them and haven't tried them on, I hope they shrunk some. I will let you know.",2,"I wear 29 /32 as a rule, but beaus ...",POSITIVE,POSITIVE,neutral,0.666947066783905
They fit.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9157403111457825
"I've been a regular 501 wearer since my teens and Ordered the size that usually fits, but these two were both somewhat larger than usual.",3,Inconsistent fit.,POSITIVE,NEGATIVE,neutral,0.7002039551734924
Fits great and delivery was fast at a great price. Can't find the right size anywhere but Amazon!,5,Very pleased!,POSITIVE,POSITIVE,neutral,0.9293690919876099
only way to buy cloths,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9696134924888611
Waist fits great. Hips look like bozo pants. Stick way out. Most guys don't have big hips so sent back and reordered slim fit. See how that works,1,Waist fits great. Hips look like bozo pants,POSITIVE,POSITIVE,entailment,0.9523478150367737
Just need a different size,2,Need a retire slip e mailed to me,NEGATIVE,NEGATIVE,contradiction,0.6835895776748657
I've been wearing 501 levi's for 40 years,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9326383471488953
Pants were exactly what my husband was expecting.,5,Exactly what was ordered,POSITIVE,POSITIVE,neutral,0.5545720458030701
Typical 501s which is a good thing.,4,Four Stars,POSITIVE,POSITIVE,contradiction,0.5988153219223022
I love my Levi's I bought more of them and I'm going to get some more button fly 501,5,Button fly 501 Levi's,POSITIVE,POSITIVE,entailment,0.6544005870819092
"I've been wearing 501s as every-day ""standard"" for many years. To be honest, I don't like that they are too big in the butt, but I have never been able to find an acceptable substitute w/ the button fly which I prefer. In every other respect, this is my jean of choice.",4,"Seat's too roomy, but I like 'em anyhow",POSITIVE,POSITIVE,neutral,0.45632296800613403
They were a shade yellow compared to the other pair of relaxed white Levis I bought the week prior.,3,Ting of yellow- like they had been on the shelf for years.,NEGATIVE,NEGATIVE,neutral,0.9706478118896484
"Received these 501's on time, fit/color as expected and usual top quality!",5,501's Can't live without them,POSITIVE,POSITIVE,neutral,0.9794265031814575
It's fine,3,Three Stars,POSITIVE,POSITIVE,neutral,0.9251318573951721
These are regular fit so if your a little bigger in the waste or thighs buy them a size or two bigger and they will be perfect,5,Nice jeans for 24 dollars,POSITIVE,POSITIVE,neutral,0.9804134964942932
"I've been wearing this size Levi's for years , so I know they fit. The price was awesome! best price I can find for Levi's!",5,Best Price on the Internet!,POSITIVE,POSITIVE,neutral,0.981357991695404
"Denim doesn't seem as heavy as it used to be, but I really like the way they fit.",5,but I really like the way they fit,POSITIVE,POSITIVE,entailment,0.9567139148712158
These fit correctly.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9207572937011719
Great Jean as always,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9241178631782532
"For me, nothing fits or looks as good as 501's.",5,nothing fits or looks as good as 501's,NEGATIVE,NEGATIVE,entailment,0.9236605763435364
Got my Levi's on amazon prime day for $26. What a great deal!,5,What a great deal!,POSITIVE,POSITIVE,entailment,0.8015778660774231
Excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8514291048049927
great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8972204923629761
"My husband loves his jeans, I am sure we will order more in the future!",5,Five Stars,POSITIVE,POSITIVE,neutral,0.902090311050415
Every time I purchase these pants they fit tighter,2,Two Stars,POSITIVE,POSITIVE,neutral,0.9670861959457397
"A little long, but still ok",4,Four Stars,POSITIVE,POSITIVE,neutral,0.9741700887680054
"Too small, though I believe that it a change by the manufacturer, not the seller.",1,"Too small, though I believe that it a change by the manufacturer, not the seller.",NEGATIVE,NEGATIVE,entailment,0.9800601005554199
"great jeans, fit perfectly",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9500551819801331
I got these for my boyfriend and he loves them! Fit perfectly and wear nicely.,5,Great Buy,POSITIVE,POSITIVE,neutral,0.9335303902626038
Great jeans with a legacy. They fit well. They last well. They are designed well. They are reasonably priced.,5,Great jeans with a legacy.,POSITIVE,POSITIVE,entailment,0.7075679898262024
Great sale for great jeans. True to size and my wife thinks they're sensational.,5,Female Viagra,POSITIVE,NEGATIVE,contradiction,0.6355384588241577
They just fit so I'm praying they don't shrink when I wash them,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8769247531890869
"Good fit, durable, and versatile!",5,"An all-time classic, for good reason!",POSITIVE,POSITIVE,neutral,0.8719103932380676
Great jeans! Fit as expected,5,Still the best jeans you can buy,POSITIVE,POSITIVE,neutral,0.9847219586372375
"Amazon Prime day price of $25, can't beat it.",5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9437830448150635
Waist fits as expected. A little long in length.,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.7084628343582153
Wish I had known they had a button fly !!!,3,Three Stars,NEGATIVE,POSITIVE,contradiction,0.5729567408561707
as expected. fast delivery and great fit.,5,Great Levi's,POSITIVE,POSITIVE,neutral,0.8192883133888245
"These were bought for a friend as a travel gift. They fit perfectly, and he loved them.",5,and he loved them.,POSITIVE,POSITIVE,neutral,0.5455470085144043
"They are great, but I forgot they were button fly.  Would rather have had a zipper ",4,Four Stars,NEGATIVE,POSITIVE,neutral,0.8674071431159973
Actually I ordered 3 for my husband and hoped at least one fit.  All fit perfectly!,5,Perfect fit.,POSITIVE,POSITIVE,neutral,0.7624123692512512
Excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8514291048049927
Pants fit great but the bottom fly sucks. I would n buy them if I new that.,2,Two Stars,NEGATIVE,POSITIVE,neutral,0.7741958498954773
Love these jeans.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9347990155220032
Ok,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8823040127754211
"I have not had a nice pair of white jeans in a long time.  I returned to 501's after wearing Levi's 550 relaxed jeans for several years.  I was surprised to find out they still fit great and also a little surprised to find out how thin they have become.  Of course, with any jeans, the idea is not to get them dirty and to limit the number of times they go into the wash...  So far, they have held up very well and have not gotten dirty after several wears...",5,I have not had a nice pair of white jeans in a long time,POSITIVE,NEGATIVE,entailment,0.987834095954895
I love it.  Haven't purchased 501 in a while,5,I love it. Haven't purchased 501 in a,POSITIVE,POSITIVE,entailment,0.9948208332061768
Perfect,5,Perfect,POSITIVE,POSITIVE,neutral,0.6339432001113892
Is very good,4,Ideal size,POSITIVE,POSITIVE,neutral,0.8956430554389954
Too small ruff material,1,Dont get it,NEGATIVE,NEGATIVE,neutral,0.8479631543159485
Really happy with these!!!,5,Perfect fit,POSITIVE,POSITIVE,neutral,0.9053008556365967
These did not appear new and were washed I sent these to somebody and I wasn't pleased,1,... washed I sent these to somebody and I wasn't pleased,NEGATIVE,NEGATIVE,entailment,0.9893340468406677
Levi's (despite having the same style number) do not all fit the same. Their quality control isn't what it used to be.,2,Levi's (despite having the same style number) do not all ...,NEGATIVE,NEGATIVE,entailment,0.6639431118965149
Love my new jeans,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9603999853134155
Damaged,1,One Star,NEGATIVE,NEGATIVE,neutral,0.7112000584602356
"Don't fit well, cut differetnly then shrint to fit 501s, legs are too big,  jeans suck.",1,Don't fit like shrink to fit 501s,NEGATIVE,NEGATIVE,entailment,0.8717278838157654
Buttons came off much to soon,3,Three Stars,POSITIVE,POSITIVE,neutral,0.6328045129776001
good,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7669503688812256
Got them an inch longer than needed to accommodate  shrinkage washed them before  I wore them. Fit nice,3,Three Stars,POSITIVE,POSITIVE,neutral,0.9585726261138916
These pant fits great thank you so much.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9167789220809937
Excelente,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8457219004631042
I was wary because the seller indicated that the sizes ran small.  But this pair fit exactly like the same size in all other 501s that I have bought.,5,Perfect fit,NEGATIVE,POSITIVE,neutral,0.8344306349754333
"The quality of the jeans are great, the only inconvenience is that this pair and another Levi's I bought are somewhat tight on the waist, normally I use 32w jeans and fit perfectly but these two don't. I hope that with time the pair stretch a little bit... or I can lose some weight haha",4,Great quality but a little tight,NEGATIVE,POSITIVE,entailment,0.974131166934967
Not a fan if the button as opposed to zipper,3,Three Stars,NEGATIVE,POSITIVE,contradiction,0.7071127891540527
Got the black but the stitching is gray so I have to return it.,3,Three Stars,NEGATIVE,POSITIVE,neutral,0.6433828473091125
"Guess I should read with more care.  No zipper front, all buttons which I missed in description.  Wore in Italy for first time.  Every time I used the head it took 2-3 minutes to button up due to stiffness (not mine).  Should have laundered before wearing.",4,Wash before use,NEGATIVE,NEGATIVE,entailment,0.7247320413589478
Great fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.927698016166687
"Basic 501s have been essentials in my closet since I began wearing men's jeans as a teenager when low-rise, hip slung jeans were non-existent in women's cuts.  I bought the black wash, and had no quality issues upon arrival and first laundering.",5,Old Faves,NEGATIVE,NEGATIVE,neutral,0.5903537273406982
Very happy with the quality of the merchandise and the speedy delivery.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9863306283950806
great buy,5,they fit,POSITIVE,POSITIVE,neutral,0.8033384680747986
"Great Fit, My Height Is 5.11",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9665764570236206
good,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7669503688812256
Good quality,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8828868269920349
will buy again!,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9130920767784119
Good value,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9130527973175049
Great jeans; good price.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9155459403991699
as it is,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8329460620880127
Great jeans at a great price. Happy to finally find original 501 button fly jeans in my fat boy size.,5,Nice,POSITIVE,POSITIVE,neutral,0.5942394733428955
"Been buying 501's for over 50 years. Never been disappointed with fit and
quality.  You can stick designer jeans
where the sun doesn't shine.  :)",5,Levi 501,NEGATIVE,POSITIVE,neutral,0.5134009718894958
Perfect,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8463523983955383
got smaller after 1st 3 wash and color got faded,1,Looks like a 1st copy from Levi's,NEGATIVE,NEGATIVE,neutral,0.9618610739707947
"Good price, and quality.",5,Good Jeans,POSITIVE,POSITIVE,neutral,0.7824640274047852
Great deal fast shipping,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9525918960571289
"Bought a 501 Rinse 40/30; received an Egypt made pair that's not even close to being a 40, at best a 36. Rough around the edges, badly finished...

I had bought Levi's before here on amazon, on the big famous auction site and on different brick and mortar stores around the world and I had never seen a pair like these.

I wish I could return them, but I had them forwarded from the USA to my country and sending them back would cost more than buying them again. An absolute waste of money :-(

I attach photos to compare this 40/30 to a rarely used 36/30 made in Mxico (same size!) and a 38/30 also made in Mxico but with a bit more use (the Amazon-purchased 40 looks like 4 sizes smaller than the 38!!!)",1,Made in Egypt.... for aliens or something.,NEGATIVE,NEGATIVE,neutral,0.9007281064987183
Came quick and just what I expected.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9529567956924438
Great jeans! I wore 40 years ago. But 32x32 is a bit small to me.,5,Levi's Men's 501 Original-Fit Jean Dark Stonewash 3232,NEGATIVE,NEGATIVE,neutral,0.9410777688026428
Perfect.,5,Levi's rock!,POSITIVE,POSITIVE,neutral,0.7773605585098267
Great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8788294196128845
"Great comfortable fit as always, no other pair of jeans is as comfortable as a broken in pair of Levi's.",5,Perfect!,POSITIVE,POSITIVE,entailment,0.5187046527862549
"I asked  for  skinny  jeans  but  got  original  , may  send  them  back  overall  they  cool  ,just  like  I wore  in high school",4,"may send them back overall they cool, just like I wore in high school",POSITIVE,POSITIVE,entailment,0.9350064992904663
"Works just fine, as advertised",4,Four Stars,POSITIVE,POSITIVE,neutral,0.9656290411949158
As good as it used to be,5,Five Stars,POSITIVE,POSITIVE,contradiction,0.6203200817108154
I will be buying more  thanks .,5,Thank you.,POSITIVE,POSITIVE,entailment,0.6194400787353516
Too tight on the thighs. Had to return.,3,Too Tight,NEGATIVE,NEGATIVE,entailment,0.57290118932724
GOOD,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8225592374801636
"501s are terrific, and getting them at a decent price is even better.",4,Four Stars,POSITIVE,POSITIVE,neutral,0.9752137064933777
Perfect fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9306688904762268
"GOOD QUALITY!!!!, FOR YEARS TOCOME!!",5,Five Stars,POSITIVE,POSITIVE,neutral,0.8953775763511658
great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8972204923629761
I LOVED,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9507802724838257
great pair of jeans.. fast service,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8858240246772766
1 size too small in the waist & you are out of the size I need or I would have replaced them.,5,1 size too small in the waist & you are ...,NEGATIVE,NEGATIVE,entailment,0.956391453742981
Fit as expected.  Good quality.,5,Great Purchase,POSITIVE,POSITIVE,neutral,0.8644139766693115
Product as described. Fast shipping.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8846844434738159
"Pants came with no tags attached, no size sticker that you find on real Levi's and the pants smelt like detergent.

Pretty sure I got sold someone's laundry.

Well done, Amazon. Keep it up.",1,A touch of Downy.,NEGATIVE,POSITIVE,neutral,0.8518685102462769
"Fast delivery, and great fit.",5,Awesome,POSITIVE,POSITIVE,neutral,0.5879631638526917
Like everything about them.  Would prefer a zipper in the fly instead of metal button.,4,Buttons in the Fly,POSITIVE,POSITIVE,contradiction,0.9577699303627014
Good not great.,3,Three Stars,NEGATIVE,POSITIVE,neutral,0.5615956783294678
"These jeans were way too small.  31Wx30 inseam are too roomy, but 30W were impossible.  Returned.",1,Didn't fit,NEGATIVE,NEGATIVE,entailment,0.39505091309547424
fit and looked great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9775906801223755
"These fit. Buy what size you wear, not bigger, not smaller. I bought thwem bigger and had to return them",5,"These fit. Buy what size you wear, not ...",NEGATIVE,POSITIVE,entailment,0.925215482711792
PERFECT,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8557143211364746
"Classic style and fit.  Hadn't purchased 501s in a very long time, now waiting to see if they soften up after several washes like they used to.",5,The Classics,NEGATIVE,POSITIVE,neutral,0.54665607213974
perfect!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8069159388542175
It was too long on the inseam,1,One Star,NEGATIVE,NEGATIVE,neutral,0.8409274816513062
Perfect color perfect fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9465155005455017
PERFECT - what more needs to be said?  Levi's always-great quality and durability - very happy with these!!,5,PERFECT!!,POSITIVE,POSITIVE,neutral,0.9720240235328674
"I almost never write reviews for items, but after recently purchasing these jeans, I will definitely be returning them. First off, the material doesn't feel nearly as dependable as they use to, being someone who works outside all year, they feel like they could get holes in them very easily. Also the quality of the jeans, on receiving the jeans, the tan tag was sewed on, like any other jeans, but this looked like a defect as the brown tag went far beyond the seams and looks very cut up. And overall they are just very uncomfortable to wear, they don't sit at the waist, and always sag, even with a good belt, really disappointed.",1,Buyer Beware,NEGATIVE,NEGATIVE,neutral,0.8996157050132751
Cost too much,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.556887686252594
